FORM,COLL_NUM,DRAINAGE,SYSTEM,COUNTRY,STATE,COUNTY,STREAM,DATE,SPM.,SL,TL,WT,SEX,STAGE,GONAD,TUBERCLES,VERT,LL_SC,CB_SC,CB_U,CB_L,CP_SC,CP_ROW,PD_SC,BR_SC,P1,P2_L,P2_R,D,A,C,GR,GR_L,CAUD_Z,SCBASE_ANT,SCBASE_POS,D_MARG,PRE_D,PRE_P1,PRE_P2,PRE_A,SNT_L,PORB_L,HD_L,CP_L,CP_D,BD_D_ORG,HD_D_OCC,BD_W,HD_W,ORB_L,LIP_W,LIP_L,D_HT,P1_L,P2_L_O,P2_L_I,A_L,UCL,LCL,LIP_A,U_LIP_P,L_LIP_P,L_LIP_TR_%,MED_PROL,GUT_X,GUT_L,ABDCAV_L,GASBLD_TL,GB_CH_1,GB_CH_2,GB_CH_3,GB_TAIL,ST_PORE,ST_INT,ST.INT,ST_CPL,ST%ABS,PO_PORE,PO_INT,PO.INT,PO_CPL,PO%ABS,SO_PORE,SO_INT,SO.INT,SO_CPL,SO%ABS,IO_PORE,IO_INT,IO.INT,IO_CPL,IO%ABS,PM_PORE,PM_INT,PM.INT,PM_CPL,PM%ABS,TEETH,ARCH_L,ARCH_W,BASE_L,BASE_W,TOOTHROW_L,TEETH_.,TEETH_1/2.,TEETH BLW HEEL,TOOTH_HT,CROWN_L,CROWN_W,T BASE WID
01  con,USNM 44627-8,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Ft Clark,.,.,279,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,16,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,USNM 44627-8,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Ft Clark,.,.,175,0,0,.,.,.,.,0,0,0,0,0,16,0,0,0,17,10,10,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,USNM 44627-8,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Ft Clark,.,.,155,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,17,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UANL 1378,07 RioBravo-middle,13-below Devils,MEX-USA,MEX-TX,(na)-Maverick,Rio Bravo,19680711,.,87.8,0,0,.,.,.,.,0,0,33,14,17,16,0,0,0,16,8,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,15.3,0,13.9,4.6,5.3,2.8,0,18,0,0,0,0,0,157,27,20,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UANL 1378,07 RioBravo-middle,13-below Devils,MEX-USA,MEX-TX,(na)-Maverick,Rio Bravo,19680711,.,55.4,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,16,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8,3.2,1.6,0,0,0,0,0,0,0,115,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UANL 1390,07 RioBravo-middle,13-below Devils,MEX,MEX,Coahuila,Rio San Rodrigo,19680807,.,55.4,0,0,.,.,.,.,0,44,34,0,0,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,11.9,0,0,0,0,0,90,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120295,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Pinto Cr,19380625,6,205,0,0,.,.,.,.,0,45,35,14,19,16,0,0,0,16,0,0,12,0,0,27,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,9.3,0,0,0,0,0,0,0,0,0,107,28,19,999,99,10,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120295,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Pinto Cr,19380625,5,172,0,0,.,.,.,.,0,45,33,13,18,16,0,0,0,16,0,0,11,0,0,26,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6,0,0,0,0,0,0,0,0,0,125,30,19,999,99,10,,,74,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120295,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Pinto Cr,19380625,.,130.5,0,0,.,.,.,.,0,44,34,13,19,15,0,0,0,16,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120295,07 RioBravo-middle,13-below Devils,USA,TX,Kinney,Pinto Cr,19380625,.,129,0,0,.,.,.,.,0,45,33,13,18,15,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con ?,TNHC 4412,07 RioBravo-middle,13-below Devils,MEX-USA,MEX-TX,(na)-Maverick,Rio Bravo,19540530,.,37,0,0,.,.,.,.,0,46,34,13,19,16,0,0,0,16,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TNHC 5667,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19530921,32,87.3,0,0,.,.,.,.,0,46,33,13,18,16,0,0,0,16,9,9,12,0,0,0,0,9,0,0,.,0,0,0,0,0,0,21.6,12.6,9.1,0,15.8,0,14.6,5.4,7.2,4.6,0,15.9,0,0,0,0,0,160,30,17,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TNHC 5667,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19530921,19,88.5,0,0,.,.,.,.,0,45,35,14,19,16,0,0,0,16,9,9,11,0,0,0,0,9,0,0,.,0,0,0,0,0,0,21.2,13.3,9.3,0,15.3,0,14,5.1,6.9,4.8,0,17.5,0,0,0,0,0,150,26,19,999,99,8,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TNHC 3416,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19530528,.,35,0,0,.,.,.,.,0,43,0,0,0,16,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,84.5,0,0,.,.,.,.,0,45,35,13,20,16,0,0,0,17,10,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,21.5,12.7,8.7,0,15.4,0,14.3,5.2,6.5,4.2,0,14.5,0,0,0,0,0,152,28,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,85.1,0,0,.,.,.,.,0,44,35,14,19,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,22.1,11.8,8.5,0,15.6,0,14.4,5.5,6.9,4.4,0,0,0,0,0,0,0,152,28,17,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,85.9,0,0,.,.,.,.,0,44,33,13,18,16,0,0,0,18,8,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,20.6,12.9,8.6,0,15.4,0,13.8,5.6,5.6,3.6,0,0,0,0,0,0,0,142,30,19,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,77.7,0,0,.,.,.,.,0,45,34,13,19,16,0,0,0,16,10,10,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,19.3,12,7.3,0,14,0,12.6,5,5.8,4,0,13.5,0,0,0,0,0,164,27,17,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,72.1,0,0,.,.,.,.,0,45,35,13,20,16,0,0,0,16,9,8,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,12.5,0,12,5,4.8,3.1,0,0,0,0,0,0,0,160,30,17,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,NLU 18227,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19710223,.,66.5,0,0,.,.,.,.,0,44,34,13,19,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7,5.1,3.4,0,0,0,0,0,0,0,165,29,16,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120307,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19380625,.,142,0,0,.,.,.,.,0,46,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2,0,0,0,0,0,0,0,0,0,0,28,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 120307,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19380625,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41947,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,140,0,0,.,.,.,.,0,47,35,14,19,16,0,0,0,16,9,9,11,0,0,25,0,9,9,9,.,0,0,0,0,0,0,32,18.7,13.8,0,23.6,0,23,6.9,10,6.6,0,25.3,0,0,0,0,0,156,26,15,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41947,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,143.5,0,0,.,.,.,.,0,47,33,13,18,16,0,0,0,17,10,11,11,0,0,27,0,9,9,9,.,0,0,0,0,0,0,31.6,23.1,14.4,0,23.5,0,23,6.6,10.2,6.6,0,28.4,0,0,0,0,0,158,29,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41947,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,77,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41947,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41947,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,93.4,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3,6.7,3.9,0,15.3,0,0,0,0,0,113,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 41920,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660710,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42798,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660711,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,319,0,0,F,.,.,.,0,44,35,13,20,16,0,0,0,16,10,10,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,79.3,46.4,31.4,0,58.7,0,54,13.3,26.4,15.8,0,58,0,0,0,0,0,110,30,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,305,0,0,F,.,.,.,0,45,35,14,19,15,0,0,0,17,10,10,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,78.6,42.7,28.2,0,55.1,0,54.1,14,26.9,18,0,59.7,0,0,0,0,0,150,31,16,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,323,0,0,M,ad,.,scars,0,46,32,0,0,15,0,0,0,16,9,10,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,74.1,43.6,30,0,54,0,54.2,13.5,24.5,15.1,0,70,0,0,0,0,0,149,29,19,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,313,0,0,F,.,.,.,0,41,36,0,0,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,79.2,47,32.8,0,60.1,0,55.5,12.6,24.9,14.6,0,55.9,0,0,0,0,0,123,31,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,268,0,0,.,.,.,.,0,45,33,0,0,16,0,0,0,16,9,10,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,60.7,40.1,27.2,0,43,0,42,10.9,16.9,10.7,0,48.6,0,0,0,0,0,0,27,17,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,298,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,44.2,27.6,0,0,0,0,11.8,20.7,13,0,51.4,0,0,0,0,0,157,28,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 42889,07 RioBravo-middle,12-Devils,USA,TX,ValVerde,Devils R,19660709,.,258,0,0,.,.,.,.,0,44,0,0,0,15,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9.8,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,USNM 3395,07 RioBravo-middle,11-Pecos,USA,TX,.,Pecos R,.,.,200,0,0,.,.,.,.,0,44,37,14,21,16,0,0,0,16,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,USNM 3395,07 RioBravo-middle,11-Pecos,USA,TX,.,Pecos R,.,.,200,0,0,.,.,.,.,0,44,36,14,20,16,0,0,0,17,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 170108,07 RioBravo-middle,11-Pecos,USA,TX,ValVerde,Pecos R,19400825,.,0,0,0,.,.,.,.,0,0,34,13,19,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 170108,07 RioBravo-middle,11-Pecos,USA,TX,ValVerde,Pecos R,19400825,.,0,0,0,.,.,.,.,0,0,34,13,19,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 170108,07 RioBravo-middle,11-Pecos,USA,TX,ValVerde,Pecos R,19400825,.,0,0,0,.,.,.,.,0,0,37,14,21,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 170108,07 RioBravo-middle,11-Pecos,USA,TX,ValVerde,Pecos R,19400825,.,0,0,0,.,.,.,.,0,0,31,12,17,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,UMMZ 170108,07 RioBravo-middle,11-Pecos,USA,TX,ValVerde,Pecos R,19400825,.,0,0,0,.,.,.,.,0,0,33,13,18,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 38844,07 RioBravo-middle,11-Pecos,USA,TX,Terrell,Pecos R,19650713,.,208,0,0,.,.,.,.,0,43,32,13,17,15,0,0,0,17,9,9,12,0,0,25,0,9,0,0,.,0,0,0,0,0,0,51.6,24.8,19.4,0,37.4,0,35.5,11.2,18,10.4,0,54.4,0,0,0,0,0,110,28,19,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 54452,07 RioBravo-middle,11-Pecos,USA,TX,Terrell,Pecos R,19680815,.,185,0,0,.,.,.,.,0,44,36,13,21,16,0,0,0,0,0,0,12,0,0,30,0,9,9,9,.,0,0,0,0,0,0,43.4,25.8,19.3,0,32.8,0,31.3,8,13.6,8.7,0,47.4,0,0,0,0,0,139,29,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
01  con,TU 54452,07 RioBravo-middle,11-Pecos,USA,TX,Terrell,Pecos R,19680815,.,79.7,0,0,.,.,.,.,0,43,34,13,19,16,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6,5.9,3.6,0,18.4,0,0,0,0,0,161,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
