FORM,COLL_NUM,DRAINAGE,SYSTEM,COUNTRY,STATE,COUNTY,STREAM,DATE,SPM.,SL,TL,WT,SEX,STAGE,GONAD,TUBERCLES,VERT,LL_SC,CB_SC,CB_U,CB_L,CP_SC,CP_ROW,PD_SC,BR_SC,P1,P2_L,P2_R,D,A,C,GR,GR_L,CAUD_Z,SCBASE_ANT,SCBASE_POS,D_MARG,PRE_D,PRE_P1,PRE_P2,PRE_A,SNT_L,PORB_L,HD_L,CP_L,CP_D,BD_D_ORG,HD_D_OCC,BD_W,HD_W,ORB_L,LIP_W,LIP_L,D_HT,P1_L,P2_L_O,P2_L_I,A_L,UCL,LCL,LIP_A,U_LIP_P,L_LIP_P,L_LIP_TR_%,MED_PROL,GUT_X,GUT_L,ABDCAV_L,GASBLD_TL,GB_CH_1,GB_CH_2,GB_CH_3,GB_TAIL,ST_PORE,ST_INT,ST.INT,ST_CPL,ST%ABS,PO_PORE,PO_INT,PO.INT,PO_CPL,PO%ABS,SO_PORE,SO_INT,SO.INT,SO_CPL,SO%ABS,IO_PORE,IO_INT,IO.INT,IO_CPL,IO%ABS,PM_PORE,PM_INT,PM.INT,PM_CPL,PM%ABS,TEETH,ARCH_L,ARCH_W,BASE_L,BASE_W,TOOTHROW_L,TEETH_.,TEETH_1/2.,TEETH BLW HEEL,TOOTH_HT,CROWN_L,CROWN_W,T BASE WID
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,43,0,15,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4466,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio de San Marcos,19030511,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4444,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19030515,.,133,0,0,.,.,.,.,0,45,34,13,19,16,0,0,0,17,9,9,11,0,0,28,0,9,9,9,.,0,0,0,0,0,0,32.4,20.6,15,0,25.7,0,25.6,7.6,13.1,7.4,0,34,0,0,0,0,0,0,28,18,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,FMNH 4444,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19030515,.,148,0,0,.,.,.,.,0,46,33,13,18,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,USNM 55846,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,.,.,112,0,0,.,.,.,.,0,45,34,13,19,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,29,21,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,USNM 55846,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,.,.,105,0,0,.,.,.,.,0,44,34,13,19,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,130,0,0,.,.,.,.,0,43,34,13,19,16,0,0,0,16,9,9,11,0,0,26,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,126.5,0,0,.,.,.,.,0,44,35,13,20,16,0,0,0,16,9,9,11,0,0,26,0,0,0,0,.,0,0,0,0,0,0,0,0,0,0,23.8,0,22.3,0,10.3,7.9,0,30,0,0,0,0,0,175,28,16,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,113,0,0,.,.,.,.,0,42,36,13,21,16,0,0,0,16,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,21,0,19.5,6.1,8.3,7.2,0,27.4,0,0,0,0,0,180,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,99.5,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,17,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,19.6,0,18.5,5.9,8.5,5.9,0,25.1,0,0,0,0,0,180,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,96.5,0,0,.,.,.,.,0,44,34,13,19,16,0,0,0,16,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,19.8,0,19.3,6.2,9.1,6.2,0,26.3,0,0,0,0,0,180,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,109,0,0,.,.,.,.,0,43,34,13,19,16,0,0,0,16,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,19.7,0,18.8,6.5,8.7,6.2,0,27.4,0,0,0,0,0,180,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,105,0,0,.,.,.,.,0,43,0,13,0,0,0,0,0,16,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,66.4,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,67.7,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,67.4,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,58.7,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,61.4,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ 192485,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19690608,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ-IU 10903,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,[Rio Pilon],19030515,.,118,0,0,.,.,.,.,0,44,34,13,19,16,0,0,0,16,9,9,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UMMZ-IU 10903,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,[Rio Pilon],19030515,.,98,0,0,.,.,.,.,0,0,33,13,18,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,SU 9340,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,.,,.,142,0,0,.,.,.,.,0,46,33,13,18,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,SU 9340,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,.,,.,112,0,0,.,.,.,.,0,43,33,13,18,16,0,0,0,16,9,9,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,1,53,0,0,.,.,.,.,0,42,36,13,21,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,2,0,0,0,.,.,.,.,0,43,33,13,18,16,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,5,0,0,0,.,.,.,.,0,0,35,13,20,16,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,6,0,0,0,.,.,.,.,0,44,34,13,19,15,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,F,0,0,0,.,.,.,.,0,44,34,13,19,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,7,0,0,0,.,.,.,.,0,44,36,13,21,16,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
03  alb,UANL 1136,10 RioSotaLaMarina,.,MEX,Tamaulipas,.,Rio Pilon,19660531,9,43,0,0,.,.,.,.,0,44,33,13,18,15,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,MSB 10035,21 RioBravo-middle,mainstem,MEX-USA,Chihuahua-TX,(na)-Presidio,Rio Bravo RM 916.5-918.5,19910414,3,158.2,190.8,0,f,juv,"mod-, ova sm, no spaces",none,0,48,40,16,22,15,16,19,80,17,9,9,11,7,18,23,2.1,0,2,2,slt S,76,0,0,124.3,17.1,14.2,35.7,25,16.9,38.8,27.5,27.9,25.7,6.7,12.1,6.9,28.51,28,0,0,0,0,0,180,30,17,0,1,8,323,75,70.9,12.8,33.1,24.7,none,15,n,0,y-y,0,5,n,0,y-y,0,14,n,0,y,0,19,n,0,y,0,13,n,0,n,30,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,MSB 10080,21 RioBravo-middle,mainstem,MEX-USA,Chihuahua-TX,(na)-Brewster,Rio Bravo RM 849.5,19910420,1,130.5,157.5,48,.,.,.,.,0,48,41,16,23,16,0,20,80,17,9,9,11,6,18,24,1.61,0,3,3,slt S,66.7,0,0,101.8,14.6,12.1,31.1,20.2,14.6,35.5,24,24,22.9,6,10.4,6.8,25.64,23.5,0,0,0,0,0,175,30,16,5,4,,,62.4,53.78,9.94,23.35,20.34,none,12,n,0,y-y,0,5,n,0,y-y,0,15,n,0,n,5,23,n,0,y,0,11,n,0,n,30,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,MSB 10065,21 RioBravo-middle,mainstem,MEX-USA,Chihuahua-TX,(na)-Brewster,Rio Bravo RM 882.5-883.0,19910418,2,119.6,146.3,35.4,.,.,.,none,0,0,41,15,24,16,0,21,30,17,8,9,11,7,18,22,1.45,0,3,3,slt S (2)3(4),59.3,0,0,94,12.9,11.1,28,18.1,12.7,30,21.1,22.14,19.4,5.6,9,6.5,23.36,24.6,0,0,0,0,0,153,28,20,0,2,,,,,,,,.,11,n,0,y-y,0,5,n,0,y-y,0,14,n,0,y,0,18,n,0,y,0,10,n,0,n,30,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,USNM 212109,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19720808,.,50.7,0,0,.,.,.,.,0,49,39,16,21,18,0,0,0,16,9,8,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,0,0,0,10.9,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,48,38,15,21,17,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,47,40,16,22,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,48,39,15,22,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,48,40,17,21,16,0,0,0,0,0,0,11,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,UMMZ 182360,20 RioBravo-middle,Alamito,USA,TX,Presidio,Alamito Cr,19640616,.,0,0,0,.,.,.,.,0,49,39,16,21,16,0,0,0,0,0,0,0,0,0,0,0,9,9,9,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,SU 47617,22 RioBravo-middle,Conchos,MEX,Durango,.,Rio Floridio,19520810,.,58.1,0,0,.,.,.,.,0,48,40,17,21,17,0,0,0,17,10,9,11,0,0,0,0,9,2,3,.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.8,0,0,0,0,0,0,0,0,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,SU 47609,22 RioBravo-middle,Conchos,MEX,Durango,.,trib Rio Floridio,19520810,.,165,0,0,.,.,.,.,0,47,39,16,21,16,0,0,0,18,10,9,11,0,0,25,0,9,4,4,.,0,0,0,0,17.8,0,39,22.8,16.3,0,28.9,0,27.3,7.3,12.3,7,0,32.1,0,0,0,0,0,125,30,20,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
04  aus RB,SU 47591,22 RioBravo-middle,Conchos,MEX,Chihuahua,.,Rio San Pedro,19520809,.,107,0,0,.,.,.,.,0,47,36,15,19,16,0,0,0,16,9,9,11,0,0,23,0,9,4,4,.,0,0,0,0,0,0,25.2,15.5,12.1,0,18.9,0,18.3,5.5,8.2,4.5,0,22.6,0,0,0,0,0,155,29,20,999,99,,,,,,,,.,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,999,.,999,.,999,.,0,0,0,0,0,0,0,0,0,0,0,0
